Feature1    Feature2
3.981984047	4.073540261
3.140320597	4.408025128
4.541338068	4.085734311
5.160619831	0.94096766
2.617486199	0.920131136
3.503563686	4.015591806
4.197612735	3.394685458
6.017513907	3.239374458
4.043273758	2.971194029
2.821490408	3.544350769
5.036964932	3.508239282
5.777771104	2.400324668
3.913256943	5.710730769
4.459049261	3.453701432
4.413527914	4.333096407
1.800368874	2.970888211
2.509806574	1.939435955
6.06673576	3.764664492
3.355579803	2.206213488
2.953560407	5.014021447
3.958258741	3.613190423
3.87756496	1.401208359
3.159751951	3.489525291
4.710833774	2.783160547
5.045514182	3.050395101
3.016306447	2.662256869
3.392155132	3.723696303
5.718553904	4.551202331
5.755906851	2.32342007
6.046454028	3.059205831
4.550840014	2.969663804
2.199486981	3.099958015
3.695282895	1.879115992
3.360186393	4.131993486
4.559406317	2.594956535
2.543548827	3.390223249
3.668082182	3.407701464
3.427575403	1.004805093
4.833083504	3.586721853
5.997996151	4.367357072
3.520282472	4.970074663
2.259954737	4.084356427
2.035218596	3.069325097
5.625444384	2.91701884
6.606175258	3.27233682
4.199406713	2.951672862
4.301272394	4.860553311
4.597387952	3.540628662
3.864219262	3.908646598
4.044958597	2.272024525
2.043585947	1.417470124
4.117117906	4.267028438
4.569633585	2.723612518
5.412990969	3.042124384
5.492517185	4.070957296
3.227009084	3.162777951
3.420531367	1.727316779
3.03060143	2.944011506
3.416002083	0.779250407
3.177368863	1.269263415
3.784256488	3.443126282
5.935077307	2.404623168
4.838507503	3.173251919
2.870036961	1.788528046
3.405263225	2.95113626
3.325245881	1.528810465
2.766074896	3.365574806
4.312016937	1.898545073
1.892755346	3.928123427
5.296953087	2.704646143
5.253990831	4.763464752
5.27113708	3.140800012
4.462451908	5.1122014
3.418630523	5.637098078
3.215093567	3.824134077
5.893049557	2.248389031
2.964215138	4.344906195
3.741135071	1.130297172
3.882419388	2.556873718
5.436419552	2.80308985
0.477272362	3.818238277
4.249699497	2.716452521
5.588982741	5.359265636
2.903024334	4.970611265
3.808546818	2.420169843
4.897948667	2.072581431
4.955901669	3.769489361
5.082844392	2.809715518
2.814878381	3.429245119
2.602002051	2.488276217
2.960806806	1.785656317
2.603425411	3.212846771
3.606968686	3.805475793
3.869776275	4.201335635
4.520551566	2.281760665
2.227040123	2.877795744
6.442466212	4.722582965
5.928165148	3.294155598
4.554136932	3.583454494
3.566894076	4.005521426
7.377459628	9.598721155
7.767124675	7.65191023
5.526322997	4.78650056
7.460154297	8.002581828
6.438803115	7.368567387
5.102339305	9.345377996
9.575470717	7.418502057
6.496021701	8.201585522
8.233597686	9.793296178
7.308644985	7.899462182
6.617524509	6.879721943
7.851625828	6.105586201
7.930715487	7.798530439
6.262719257	9.533803697
6.484872433	9.445492899
7.254594852	7.577426024
6.964841209	7.85963143
5.06541382	8.603955073
7.60462753	7.595423787
6.79028189	5.391487341
6.13832653	8.3006312
5.988755578	9.545849955
6.718443178	10.01849502
7.985555744	5.474351403
5.279436113	7.545569267
6.442292165	8.129077762
8.477542355	10.62320555
6.965224333	7.811836915
4.932609404	9.999085271
6.706403742	8.206682671
6.125166141	8.460320848
6.074580046	8.792941819
6.041074261	7.001371407
6.584554189	9.43929924
8.29730779	5.585189249
8.837306627	5.456657184
5.549487827	12.29277861
7.408782626	6.46832452
6.422701649	9.059613624
6.990628794	9.688877092
6.849303549	9.279420303
7.95192263	8.24195856
7.133541107	5.558388714
7.111958798	7.694449002
5.527905518	9.909795628
7.071318027	11.81758582
8.534599505	9.103211389
6.126512193	9.096304914
9.944507287	9.149148829
6.583637873	7.258459411
5.892492385	9.110443577
6.990628794	7.89187188
5.549269549	9.708266382
5.831542598	7.698666215
7.939719484	6.902044354
5.743148808	9.263642844
7.75242383	7.925670977
7.53541271	8.399581381
6.31415914	7.137304485
7.465945504	10.54189672
7.074463742	8.966770131
5.20793164	8.893887204
6.549772838	4.40893293
7.187247906	6.606402869
6.571258513	10.19299523
6.946157914	7.840141527
6.920626124	7.458501634
7.371305759	6.47987624
8.484640961	9.574031785
6.654228304	6.90129402
6.916097977	11.23665063
7.28235263	8.561510092
6.625906639	8.546644969
7.035388439	12.41676093
7.276785386	8.13115141
8.150924618	8.745432089
5.715888978	8.744395265
7.963175353	8.030008209
6.98397243	7.827672355
6.152105374	7.473538992
7.57377747	5.598511072
7.43142677	6.976313691
7.221384653	9.266425897
5.955013325	7.754786018
5.69752628	5.919046564
5.531061465	8.738430117
5.467878868	6.252525302
7.574950718	9.717737632
6.274812126	8.167823941
7.332724994	4.461101546
8.53113433	10.10372264
5.030989445	8.2785373
7.700529199	5.67205054
4.758986865	10.31919103
5.39762495	8.927969381
6.998508429	6.901894287
9.554952516	6.0590826
8.236714979	9.852610012
8.502139639	7.493508085
6.904960077	9.131533054
