"V1" "V2"
"1" 0.130108494211261 0.869891505788739
"2" 0.135572078649305 0.864427921350695
"3" 0.153581124914644 0.846418875085356
"4" 0.0456530228167959 0.954346977183204
"5" 0 1
"6" 0.110971541182148 0.889028458817852
"7" 0.0878977049446765 0.912102295055323
"8" 0.165745102098263 0.834254897901737
"9" 0.0597611017560188 0.940238898243981
"10" 0.0670002754142408 0.932999724585759
"11" 0.130877807995003 0.869122192004997
"12" 0.106744530503336 0.893255469496664
"13" 0.31039281511779 0.68960718488221
"14" 0.101362863179264 0.898637136820736
"15" 0.170782348350745 0.829217651649255
"16" 0.0401082789398309 0.959891721060169
"17" 0.00800099583686105 0.991999004163139
"18" 0.20868126889477 0.79131873110523
"19" 0.0183240041092554 0.981675995890745
"20" 0.191010702643721 0.808989297356279
"21" 0.0942519035304387 0.905748096469561
"22" 0.0136647352717048 0.986335264728295
"23" 0.0678644552739116 0.932135544726088
"24" 0.0740408809282959 0.925959119071704
"25" 0.102165739970441 0.897834260029559
"26" 0.0278963438941138 0.972103656105886
"27" 0.0869461723819075 0.913053827618093
"28" 0.263896701728011 0.736103298271989
"29" 0.102477669301324 0.897522330698676
"30" 0.155741747954087 0.844258252045913
"31" 0.0768044974623643 0.923195502537636
"32" 0.0427951447621364 0.957204855237864
"33" 0.016746902003739 0.983253097996261
"34" 0.116841336493488 0.883158663506512
"35" 0.0602347480931058 0.939765251906894
"36" 0.0566696197503035 0.943330380249697
"37" 0.073068348370098 0.926931651629902
"38" 0.00460984527540034 0.9953901547246
"39" 0.126736232973251 0.873263767026749
"40" 0.261394213089535 0.738605786910466
"41" 0.202491534458623 0.797508465541377
"42" 0.0990501699501682 0.900949830049832
"43" 0.0422559232221831 0.957744076777817
"44" 0.123829858652926 0.876170141347073
"45" 0.203734695404989 0.796265304595011
"46" 0.0635873204160862 0.936412679583914
"47" 0.221406459502813 0.778593540497187
"48" 0.112933453632333 0.887066546367667
"49" 0.112833102840795 0.887166897159205
"50" 0.0334010679575257 0.966598932042474
"51" 0.00393712947920665 0.996062870520793
"52" 0.152182019198984 0.847817980801016
"53" 0.0659513696662566 0.934048630333744
"54" 0.119782755250268 0.880217244749732
"55" 0.20164285541984 0.79835714458016
"56" 0.051174293396676 0.948825706603324
"57" 0.0100789239960645 0.989921076003935
"58" 0.0387752753786383 0.961224724621362
"59" 0.00440699131744166 0.995593008682558
"60" 0.00311894292566341 0.996881057074337
"61" 0.0781889873988618 0.921811012601138
"62" 0.115207565095299 0.884792434904701
"63" 0.0998171640879788 0.900182835912021
"64" 0.0062374087443413 0.993762591255659
"65" 0.0441360785792809 0.955863921420719
"66" 0.00654293344671297 0.993457066553287
"67" 0.0565434553369646 0.943456544663035
"68" 0.0314143438801446 0.968585656119856
"69" 0.0885781600334081 0.911421839966592
"70" 0.0962204531720871 0.903779546827913
"71" 0.260245728243001 0.739754271756999
"72" 0.118395333047988 0.881604666952012
"73" 0.259126987010683 0.740873012989317
"74" 0.279382743020787 0.720617256979213
"75" 0.0904188980313882 0.909581101968612
"76" 0.106605725110232 0.893394274889768
"77" 0.126624096313878 0.873375903686122
"78" 0.00936453545248076 0.990635464547519
"79" 0.038398021228869 0.961601978771131
"80" 0.107934435300371 0.892065564699629
"81" 0.0999017757778729 0.900098224222127
"82" 0.0546733943346808 0.945326605665319
"83" 0.354762718306488 0.645237281693512
"84" 0.185237771746345 0.814762228253655
"85" 0.0321782506447159 0.967821749355284
"86" 0.0552810053877985 0.944718994612202
"87" 0.146591084384083 0.853408915615917
